Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Word Count,Tokens,Cleaned_Review
France,The Frog at Bercy Village,Positive,Great home-brewed beers!,,a range of excellent beers brewed on the premises you are served a full pint not cl and during happy hour monfri eves to pm a pint costs € € at other times but still great value for france friendly atmosphere we visited twice and would have visited more often if time allowed,55,"['rang', 'excel', 'beer', 'brew', 'premis', 'serv', 'full', 'pint', 'cl', 'happi', 'hour', 'monfri', 'eve', 'pm', 'pint', 'cost', '€', '€', 'time', 'still', 'great', 'valu', 'franc', 'friendli', 'atmospher', 'visit', 'twice', 'would', 'visit', 'often', 'time', 'allow']",rang excel beer brew premis serv full pint cl happi hour monfri eve pm pint cost € € time still great valu franc friendli atmospher visit twice would visit often time allow
France,The Frog at Bercy Village,Positive,Micro brewery pub,,this is a great british type pub that brews its own beer which are excellent but pricey the staff are very friendly and the food is good too it was very busy on the saturday night we visited with a good atmosphere and a young crowd and there is a big screen for all the sporting events,57,"['great', 'british', 'type', 'pub', 'brew', 'beer', 'excel', 'pricey', 'staff', 'friendli', 'food', 'good', 'busi', 'saturday', 'night', 'visit', 'good', 'atmospher', 'young', 'crowd', 'big', 'screen', 'sport', 'event']",great british type pub brew beer excel pricey staff friendli food good busi saturday night visit good atmospher young crowd big screen sport event
France,The Frog at Bercy Village,Positive,American burger and beer bar,,a nice restaurant located in the bercy village serves gourmet burgers and fries several beers that are unique to the restaurant are served the restaurant offers a large menu and beverages but i have only enjoyed their burgers and fries and specialty beers the decor is bland nothing special cramped and loud a bar food type feel to it but dont let this scare you away this is a great place to get an american style burger fries and beer,80,"['nice', 'restaur', 'locat', 'berci', 'villag', 'serv', 'gourmet', 'burger', 'fri', 'sever', 'beer', 'uniqu', 'restaur', 'serv', 'restaur', 'offer', 'larg', 'menu', 'beverag', 'enjoy', 'burger', 'fri', 'specialti', 'beer', 'decor', 'bland', 'noth', 'special', 'cramp', 'loud', 'bar', 'food', 'type', 'feel', 'dont', 'let', 'scare', 'away', 'great', 'place', 'get', 'american', 'style', 'burger', 'fri', 'beer']",nice restaur locat berci villag serv gourmet burger fri sever beer uniqu restaur serv restaur offer larg menu beverag enjoy burger fri specialti beer decor bland noth special cramp loud bar food type feel dont let scare away great place get american style burger fri beer
France,The Frog at Bercy Village,Positive,"Lively, friendly, great beer",,we were pleasantly surprised to see such a thriving venue mid week we were served by a helpful polite and friendly young man we got a paddle of sample beers to make our choice before ordering a pint pints arent cheap in france we ordered a couple of starters the food was a good portion size hot we would visit again to try a different beer and a main course our moan would be no napkins and we ordered finger food,82,"['pleasantli', 'surpris', 'see', 'thrive', 'venu', 'mid', 'week', 'serv', 'help', 'polit', 'friendli', 'young', 'man', 'got', 'paddl', 'sampl', 'beer', 'make', 'choic', 'order', 'pint', 'pint', 'arent', 'cheap', 'franc', 'order', 'coupl', 'starter', 'food', 'good', 'portion', 'size', 'hot', 'would', 'visit', 'tri', 'differ', 'beer', 'main', 'cours', 'moan', 'would', 'napkin', 'order', 'finger', 'food']",pleasantli surpris see thrive venu mid week serv help polit friendli young man got paddl sampl beer make choic order pint pint arent cheap franc order coupl starter food good portion size hot would visit tri differ beer main cours moan would napkin order finger food
France,The Frog at Bercy Village,Positive,Visit from Australia,,we had dinner at this restauranthotel really enjoyed it they brew their own beer you can have a sample of all brewed they bring it to you on a tray with to try meal was enjoyable we had a lovely young man that served us looke dafter us for our evening out thank you,60,"['dinner', 'restauranthotel', 'realli', 'enjoy', 'brew', 'beer', 'sampl', 'brew', 'bring', 'tray', 'tri', 'meal', 'enjoy', 'love', 'young', 'man', 'serv', 'u', 'look', 'dafter', 'u', 'even', 'thank']",dinner restauranthotel realli enjoy brew beer sampl brew bring tray tri meal enjoy love young man serv u look dafter u even thank
France,The Frog at Bercy Village,Positive,Best Burgers,,who goes to france and eats a burger at pm a person who is starving from touring all day was the burger good you ask well yeahnot just good but excellent thank god the french eat late and the frog was brimming with people we were able to get our order in just before the kitchen closed thanks to sandra our waitress she was attentive fast and spoke good english i thought the burger might have been that good because i was hungry i went back two nights later and the burger was excellent again what can you say about that consistent and excellent,105,"['goe', 'franc', 'eat', 'burger', 'pm', 'person', 'starv', 'tour', 'day', 'burger', 'good', 'ask', 'well', 'yeahnot', 'good', 'excel', 'thank', 'god', 'french', 'eat', 'late', 'frog', 'brim', 'peopl', 'abl', 'get', 'order', 'kitchen', 'close', 'thank', 'sandra', 'waitress', 'attent', 'fast', 'spoke', 'good', 'english', 'thought', 'burger', 'might', 'good', 'hungri', 'went', 'back', 'two', 'night', 'later', 'burger', 'excel', 'say', 'consist', 'excel']",goe franc eat burger pm person starv tour day burger good ask well yeahnot good excel thank god french eat late frog brim peopl abl get order kitchen close thank sandra waitress attent fast spoke good english thought burger might good hungri went back two night later burger excel say consist excel
France,The Frog at Bercy Village,Positive,A gem!,,we were amused at the thought of an english pub in the franceian suburbs so went in to take a look we expected a tawdry tacky version of an english pub but we were truly surprised it was a large establishment which you could enter from the park side or the village side on the first floor the coppers used for the brewery were gleaming the staff were fabulous and friendly and the menu looked like any pub menu but the quality of the food was excellent,87,"['amus', 'thought', 'english', 'pub', 'franceian', 'suburb', 'went', 'take', 'look', 'expect', 'tawdri', 'tacki', 'version', 'english', 'pub', 'truli', 'surpris', 'larg', 'establish', 'could', 'enter', 'park', 'side', 'villag', 'side', 'first', 'floor', 'copper', 'use', 'breweri', 'gleam', 'staff', 'fabul', 'friendli', 'menu', 'look', 'like', 'pub', 'menu', 'qualiti', 'food', 'excel']",amus thought english pub franceian suburb went take look expect tawdri tacki version english pub truli surpris larg establish could enter park side villag side first floor copper use breweri gleam staff fabul friendli menu look like pub menu qualiti food excel
France,The Frog at Bercy Village,Positive,Welcome Respite,,like many other reviewers we stopped here after a day of travelling and found it quite welcoming as the staff spoke excellent english and were extremely helpful the selection of food and beverages was excellent as was the facilities and the mood music i would definitely recoomend stopping here even if youre not hungry but just want a pint of fine beer,62,"['like', 'mani', 'review', 'stop', 'day', 'travel', 'found', 'quit', 'welcom', 'staff', 'spoke', 'excel', 'english', 'extrem', 'help', 'select', 'food', 'beverag', 'excel', 'facil', 'mood', 'music', 'would', 'definit', 'recoomend', 'stop', 'even', 'your', 'hungri', 'want', 'pint', 'fine', 'beer']",like mani review stop day travel found quit welcom staff spoke excel english extrem help select food beverag excel facil mood music would definit recoomend stop even your hungri want pint fine beer
France,The Frog at Bercy Village,Positive,friendly service,,we dined here on our first night in france following a day of travelling and we chose the frog from all the restaurants in bercy village as the staff were very helpful especially when it came to choosing from the menu and translating some of the items there was a nice atmosphere and even though the frog was very busy we didnt have to wait too long for our meal to arrive and the meal was very nice we had fish chicken salad chicken bacon wraps all good,88,"['dine', 'first', 'night', 'franc', 'follow', 'day', 'travel', 'chose', 'frog', 'restaur', 'berci', 'villag', 'staff', 'help', 'especi', 'came', 'choos', 'menu', 'translat', 'item', 'nice', 'atmospher', 'even', 'though', 'frog', 'busi', 'didnt', 'wait', 'long', 'meal', 'arriv', 'meal', 'nice', 'fish', 'chicken', 'salad', 'chicken', 'bacon', 'wrap', 'good']",dine first night franc follow day travel chose frog restaur berci villag staff help especi came choos menu translat item nice atmospher even though frog busi didnt wait long meal arriv meal nice fish chicken salad chicken bacon wrap good
France,The Frog at Bercy Village,Positive,"Hot and Thirsty, have a pint here.",,after several hours of walking through the streets of east france this pub is a welcome relief one of the best cheeseburgers in france,24,"['sever', 'hour', 'walk', 'street', 'east', 'franc', 'pub', 'welcom', 'relief', 'one', 'best', 'cheeseburg', 'franc']",sever hour walk street east franc pub welcom relief one best cheeseburg franc
France,The Frog at Bercy Village,Positive,Good atmosphere ideal for families,,nice safe area pedestrian only cobbled street with lots of hussle and bustle food good service ok but does get busy as a typical lively area is a safe bet with kids,36,"['nice', 'safe', 'area', 'pedestrian', 'cobbl', 'street', 'lot', 'hussl', 'bustl', 'food', 'good', 'servic', 'ok', 'get', 'busi', 'typic', 'live', 'area', 'safe', 'bet', 'kid']",nice safe area pedestrian cobbl street lot hussl bustl food good servic ok get busi typic live area safe bet kid
France,The Frog at Bercy Village,Positive,"Nice atmosphere, Good food!",,went in initially as it was one of the few restaurants with english menus the food was amazing we even went back a few days later for cocktails happy birthday to me,32,"['went', 'initi', 'one', 'restaur', 'english', 'menu', 'food', 'amaz', 'even', 'went', 'back', 'day', 'later', 'cocktail', 'happi', 'birthday']",went initi one restaur english menu food amaz even went back day later cocktail happi birthday
France,The Frog at Bercy Village,Positive,Evening Meal at The Frog,,an attempt on an english style pub very good food they specalise in the frog beefburgers beef very good and reasonable price if you are in a group and would like a beer try their own brew blonde euros a jug of pints savig euros,49,"['attempt', 'english', 'style', 'pub', 'good', 'food', 'specalis', 'frog', 'beefburg', 'beef', 'good', 'reason', 'price', 'group', 'would', 'like', 'beer', 'tri', 'brew', 'blond', 'euro', 'jug', 'pint', 'savig', 'euro']",attempt english style pub good food specalis frog beefburg beef good reason price group would like beer tri brew blond euro jug pint savig euro
France,The Frog at Bercy Village,Positive,Kicks Wetherspoons into touch!,,this is not your typical little french bistro or patisserie its more like the french version of wetherspoons but with far better food and service we are a family of two adults and two children and were accommodated straight away on a busy saturday night in france there is a lively and bustling but non intimidatory atmosphere at the frog and the service was completely excellent the waiters and waitresses are extremely busy but always have time for you and are always smiling and polite one dark haired waitress had the type of smile that super models would die for we didnt have to wait long for food we had x nachos for starters excellent good to see them being served with jalapeños as well and x various burgers inc veggie for main meals again could not fault these either basically had a very good night at the frog beers excellent and there was a really good choice dont expect bistro type drinks or food as this as mentioned earlier is a french type of wetherspoons the main difference though is excellent waiters better beers better food better clientele and a superior atmosphere no rowdiness bad language or obese underdressed hen party goers funny how they can get it right in the continent the place is huge yet we never felt crowded if in bercy village then the frog has to be a must try place highly recommended is the frog thanks for a lovely and relaxing evening,255,"['typic', 'littl', 'french', 'bistro', 'patisseri', 'like', 'french', 'version', 'wetherspoon', 'far', 'better', 'food', 'servic', 'famili', 'two', 'adult', 'two', 'child', 'accommod', 'straight', 'away', 'busi', 'saturday', 'night', 'franc', 'live', 'bustl', 'non', 'intimidatori', 'atmospher', 'frog', 'servic', 'complet', 'excel', 'waiter', 'waitress', 'extrem', 'busi', 'alway', 'time', 'alway', 'smile', 'polit', 'one', 'dark', 'hair', 'waitress', 'type', 'smile', 'super', 'model', 'would', 'die', 'didnt', 'wait', 'long', 'food', 'x', 'nacho', 'starter', 'excel', 'good', 'see', 'serv', 'jalapeño', 'well', 'x', 'variou', 'burger', 'inc', 'veggi', 'main', 'meal', 'could', 'fault', 'either', 'basic', 'good', 'night', 'frog', 'beer', 'excel', 'realli', 'good', 'choic', 'dont', 'expect', 'bistro', 'type', 'drink', 'food', 'mention', 'earlier', 'french', 'type', 'wetherspoon', 'main', 'differ', 'though', 'excel', 'waiter', 'better', 'beer', 'better', 'food', 'better', 'clientel', 'superior', 'atmospher', 'rowdi', 'bad', 'languag', 'obes', 'underdress', 'hen', 'parti', 'goer', 'funni', 'get', 'right', 'contin', 'place', 'huge', 'yet', 'felt_NEG', 'crowd', 'berci', 'villag', 'frog', 'must', 'tri', 'place', 'highli', 'recommend', 'frog', 'thank', 'love', 'relax', 'even']",typic littl french bistro patisseri like french version wetherspoon far better food servic famili two adult two child accommod straight away busi saturday night franc live bustl non intimidatori atmospher frog servic complet excel waiter waitress extrem busi alway time alway smile polit one dark hair waitress type smile super model would die didnt wait long food x nacho starter excel good see serv jalapeño well x variou burger inc veggi main meal could fault either basic good night frog beer excel realli good choic dont expect bistro type drink food mention earlier french type wetherspoon main differ though excel waiter better beer better food better clientel superior atmospher rowdi bad languag obes underdress hen parti goer funni get right contin place huge yet felt_NEG crowd berci villag frog must tri place highli recommend frog thank love relax even
France,The Frog at Bercy Village,Positive,What a wonderful pub in France!,,nice largesized microbrewery restaurant nice selection of house beers staff are really friendly great food great beer,17,"['nice', 'large', 'microbreweri', 'restaur', 'nice', 'select', 'hous', 'beer', 'staff', 'realli', 'friendli', 'great', 'food', 'great', 'beer']",nice large microbreweri restaur nice select hous beer staff realli friendli great food great beer
France,The Frog at Bercy Village,Positive,Nice beer in France,,i prefer beer to wine so this little oasis was a great find the food comes in decent portions and its definitely pubgrub rather than restaurant fare,27,"['prefer', 'beer', 'wine', 'littl', 'oasi', 'great', 'find', 'food', 'come', 'decent', 'portion', 'definit', 'pubgrub', 'rather', 'restaur', 'fare']",prefer beer wine littl oasi great find food come decent portion definit pubgrub rather restaur fare
France,The Frog at Bercy Village,Positive,Lovely dinner experience!,,the frog is in bercy village just in frot of the entrance to ketro station cour stemilion lovely atmospere frendly staff that speak english home made beers of all kinds and cool selectiob of food service is really quick with some background music but not too lousld that u can have a conversation i really do recommend it,58,"['frog', 'berci', 'villag', 'frot', 'entranc', 'ketro', 'station', 'cour', 'stemilion', 'love', 'atmosper', 'frendli', 'staff', 'speak', 'english', 'home', 'made', 'beer', 'kind', 'cool', 'selectiob', 'food', 'servic', 'realli', 'quick', 'background', 'music', 'lousld', 'u', 'convers', 'realli', 'recommend']",frog berci villag frot entranc ketro station cour stemilion love atmosper frendli staff speak english home made beer kind cool selectiob food servic realli quick background music lousld u convers realli recommend
France,The Frog at Bercy Village,Positive,Good food Frog Bercy,,good pub food not too expensive good waitress its larger than you would think from outside bercy village was nice shopping and eating area,25,"['good', 'pub', 'food', 'expens', 'good', 'waitress', 'larger', 'would', 'think', 'outsid', 'berci', 'villag', 'nice', 'shop', 'eat', 'area']",good pub food expens good waitress larger would think outsid berci villag nice shop eat area
France,The Frog at Bercy Village,Positive,Excellent Food and Service,,whilst staying in the bercy pullman for nights we went to the frog pub twice the food was excellent and the service was very friendly and most of the staff speak good english i was with my year old and they gave him some crayons and paper to keep him entertained which was great for me the food was reasonably priced for france i would definately go back to this pub,73,"['whilst', 'stay', 'berci', 'pullman', 'night', 'went', 'frog', 'pub', 'twice', 'food', 'excel', 'servic', 'friendli', 'staff', 'speak', 'good', 'english', 'year', 'old', 'gave', 'crayon', 'paper', 'keep', 'entertain', 'great', 'food', 'reason', 'price', 'franc', 'would', 'defin', 'go', 'back', 'pub']",whilst stay berci pullman night went frog pub twice food excel servic friendli staff speak good english year old gave crayon paper keep entertain great food reason price franc would defin go back pub
France,The Frog at Bercy Village,Positive,Innovative Pub off the beaten track,,very lovely pub in bercy village located in a former train station the beer they are brewing on location is delicious and a pint costs a mere € which is cheap in france,34,"['love', 'pub', 'berci', 'villag', 'locat', 'former', 'train', 'station', 'beer', 'brew', 'locat', 'delici', 'pint', 'cost', 'mere', '€', 'cheap', 'franc']",love pub berci villag locat former train station beer brew locat delici pint cost mere € cheap franc
France,The Frog at Bercy Village,Positive,Fast Food with a Flair,,we were delighted to find that our waiter spoke american english and helpfully described the menuethe place was quite noisy and crowded but service was fast and the food was goodespecially the fish and french fries that i had my husband enjoyed the micro brewed beer that apparently is made in houseprices are high by american standards but this is true all over france and they did take visa,69,"['delight', 'find', 'waiter', 'spoke', 'american', 'english', 'help', 'describ', 'menueth', 'place', 'quit', 'noisi', 'crowd', 'servic', 'fast', 'food', 'goodespeci', 'fish', 'french', 'fri', 'husband', 'enjoy', 'micro', 'brew', 'beer', 'appar', 'made', 'housepric', 'high', 'american', 'standard', 'true', 'franc', 'take', 'visa']",delight find waiter spoke american english help describ menueth place quit noisi crowd servic fast food goodespeci fish french fri husband enjoy micro brew beer appar made housepric high american standard true franc take visa
France,The Frog at Bercy Village,Positive,Hot Frog,,the food is lovely well the stuff we had was anyway crispy chicken the beer brewed in the microbrewery is also superb but it was incredibly warm inside when we visited,31,"['food', 'love', 'well', 'stuff', 'anyway', 'crispi', 'chicken', 'beer', 'brew', 'microbreweri', 'also', 'superb', 'incred', 'warm', 'insid', 'visit']",food love well stuff anyway crispi chicken beer brew microbreweri also superb incred warm insid visit
France,The Frog at Bercy Village,Positive,Good bar for a few beers,,the bar has a mix of its own brand lagers which were a bit different there was a ginger style one that i enjoyed the bar has a young crowd and was easily the busiest place in bercy village for a drink i would check it out if you are in the area,53,"['bar', 'mix', 'brand', 'lager', 'bit', 'differ', 'ginger', 'style', 'one', 'enjoy', 'bar', 'young', 'crowd', 'easili', 'busiest', 'place', 'berci', 'villag', 'drink', 'would', 'check', 'area']",bar mix brand lager bit differ ginger style one enjoy bar young crowd easili busiest place berci villag drink would check area
France,The Frog at Bercy Village,Positive,84 revisited,,food was good staff friendly noticed that staff was mostly scottish sports barrestaurant,13,"['food', 'good', 'staff', 'friendli', 'notic', 'staff', 'mostli', 'scottish', 'sport', 'barrestaur']",food good staff friendli notic staff mostli scottish sport barrestaur
France,The Frog at Bercy Village,Positive,Great atmosphere during...,,great atmosphere during games days wm we were there d great food taste the cheeseburgers chili con carne etc a bit expensive sometimes but its france honey p oh and great location of coure bercy village we love you,46,"['great', 'atmospher', 'game', 'day', 'wm', 'great', 'food', 'tast', 'cheeseburg', 'chili', 'con', 'carn', 'etc', 'bit', 'expens', 'sometim', 'franc', 'honey', 'p', 'oh', 'great', 'locat', 'cour', 'berci', 'villag', 'love']",great atmospher game day wm great food tast cheeseburg chili con carn etc bit expens sometim franc honey p oh great locat cour berci villag love
France,The Frog at Bercy Village,Positive,"Sympa, gourmand, terrasse près du parc ,tranquillité",,très agréable de se retrouver en famille sur la terrasse en toute tranquillité avec des enfants et petits enfants très satisfaits des plats généreux et goûteux service de qualité tout en simplicité,32,"['trè', 'agréabl', 'de', 'se', 'retrouv', 'en', 'famil', 'sur', 'la', 'terrass', 'en', 'tout', 'tranquillité', 'avec', 'de', 'enfant', 'et', 'petit', 'enfant', 'trè', 'satisfait', 'de', 'plat', 'généreux', 'et', 'goûteux', 'servic', 'de', 'qualité', 'tout', 'en', 'simplicité']",trè agréabl de se retrouv en famil sur la terrass en tout tranquillité avec de enfant et petit enfant trè satisfait de plat généreux et goûteux servic de qualité tout en simplicité
France,The Frog at Bercy Village,Positive,Biere burger et foot,,brasserie sympa pour boire une bière voir un match de foot de la france et les burgers sont bons mais un peu chère personnel réactif et sympa,28,"['brasseri', 'sympa', 'pour', 'boir', 'une', 'bièr', 'voir', 'un', 'match', 'de', 'foot', 'de', 'la', 'franc', 'et', 'le', 'burger', 'sont', 'bon', 'mai', 'un', 'peu', 'chère', 'personnel', 'réactif', 'et', 'sympa']",brasseri sympa pour boir une bièr voir un match de foot de la franc et le burger sont bon mai un peu chère personnel réactif et sympa
France,The Frog at Bercy Village,Positive,Très bien,,très bonne soirée un soir de match de léquipe de france juin la réservation a bien été prise en compte il faisait juste très chaud dans le bar alors quil ne faisait pas encore de grosses températures à lextérieur une climatisation serait idéale,45,"['trè', 'bonn', 'soiré', 'un', 'soir', 'de', 'match', 'de', 'léquip', 'de', 'franc', 'juin', 'la', 'réservat', 'bien', 'été', 'prise', 'en', 'compt', 'il', 'faisait', 'just', 'trè', 'chaud', 'dan', 'le', 'bar', 'alor', 'quil', 'ne', 'faisait', 'pa', 'encor', 'de', 'gross', 'températur', 'à', 'lextérieur', 'une', 'climatis', 'serait', 'idéal']",trè bonn soiré un soir de match de léquip de franc juin la réservat bien été prise en compt il faisait just trè chaud dan le bar alor quil ne faisait pa encor de gross températur à lextérieur une climatis serait idéal
France,The Frog at Bercy Village,Positive,Ambiance et nourriture raccord aux attentes,,the frog à betcy c est un endroit sympa où vous aurez toujours la chance de trouver une petite place c est grandle décor est sympa le service est dynamique on est dans l ambiance bercy avec les restos le cinémaon ne vient pas là pour déguster des mets raffinés dans un silence courtois mais pour manger des ribs et des frites de patates douces avec les doigts lieu fréquenté de temps à autre depuis de nombreuses années c est devenu un classique la qualité n à pas baissé et les prix sont corrects je recommande pour ce genre d ambiance,101,"['frog', 'à', 'betci', 'c', 'est', 'un', 'endroit', 'sympa', 'où', 'vou', 'aurez', 'toujour', 'la', 'chanc', 'de', 'trouver', 'une', 'petit', 'place', 'c', 'est', 'grandl', 'décor', 'est', 'sympa', 'le', 'servic', 'est', 'dynamiqu', 'est', 'dan', 'l', 'ambianc', 'berci', 'avec', 'le', 'resto', 'le', 'cinémaon', 'ne', 'vient', 'pa', 'là', 'pour', 'déguster', 'de', 'met', 'raffiné', 'dan', 'un', 'silenc', 'courtoi', 'mai', 'pour', 'manger', 'de', 'rib', 'et', 'de', 'frite', 'de', 'patat', 'douc', 'avec', 'le', 'doigt', 'lieu', 'fréquenté', 'de', 'temp', 'à', 'autr', 'depui', 'de', 'nombreus', 'anné', 'c', 'est', 'devenu', 'un', 'classiqu', 'la', 'qualité', 'n', 'à', 'pa', 'baissé', 'et', 'le', 'prix', 'sont', 'correct', 'je', 'recommand', 'pour', 'ce', 'genr', 'ambianc']",frog à betci c est un endroit sympa où vou aurez toujour la chanc de trouver une petit place c est grandl décor est sympa le servic est dynamiqu est dan l ambianc berci avec le resto le cinémaon ne vient pa là pour déguster de met raffiné dan un silenc courtoi mai pour manger de rib et de frite de patat douc avec le doigt lieu fréquenté de temp à autr depui de nombreus anné c est devenu un classiqu la qualité n à pa baissé et le prix sont correct je recommand pour ce genr ambianc
France,The Frog at Bercy Village,Positive,Successful summer party,,very nice place super welcoming team and flexible on our requests space reserved for the team right next to the bar super practical,23,"['nice', 'place', 'super', 'welcom', 'team', 'flexibl', 'request', 'space', 'reserv', 'team', 'right', 'next', 'bar', 'super', 'practic']",nice place super welcom team flexibl request space reserv team right next bar super practic
France,The Frog at Bercy Village,Positive,Pub atmosphere in Bercy village,,guaranteed pub atmosphere with englishspeaking servers ideal for sharing a good beer brewed on site eating a good burger or watching a match with friends i recommend,27,"['guarante', 'pub', 'atmospher', 'englishspeak', 'server', 'ideal', 'share', 'good', 'beer', 'brew', 'site', 'eat', 'good', 'burger', 'watch', 'match', 'friend', 'recommend']",guarante pub atmospher englishspeak server ideal share good beer brew site eat good burger watch match friend recommend
France,The Frog at Bercy Village,Positive,Amazing,,the perfect place to celebrate your birthday i loved it it was incredible i advise everyone to go there thanks,21,"['perfect', 'place', 'celebr', 'birthday', 'love', 'incred', 'advis', 'everyon', 'go', 'thank']",perfect place celebr birthday love incred advis everyon go thank
France,The Frog at Bercy Village,Positive,Nickel!,,very cool for a moment with friends the welcome is fantastic the team very young and smiling goes out of their way for the customers we eat well its good and the beer is good top ps book even during the week its safer you have no unpleasant surprises or waiting,52,"['cool', 'moment', 'friend', 'welcom', 'fantast', 'team', 'young', 'smile', 'goe', 'way', 'custom', 'eat', 'well', 'good', 'beer', 'good', 'top', 'p', 'book', 'even', 'week', 'safer', 'unpleas', 'surpris', 'wait']",cool moment friend welcom fantast team young smile goe way custom eat well good beer good top p book even week safer unpleas surpris wait
France,The Frog at Bercy Village,Positive,In the top,,we ate inside on a sunny day so the room was very quiet adorable and very fast service we had a great time,23,"['ate', 'insid', 'sunni', 'day', 'room', 'quiet', 'ador', 'fast', 'servic', 'great', 'time']",ate insid sunni day room quiet ador fast servic great time
France,The Frog at Bercy Village,Positive,Wonderful evening,,great atmosphere the drinks were very good especially the beer we loved matthieu’s advice thanks again,17,"['great', 'atmospher', 'drink', 'good', 'especi', 'beer', 'love', 'matthieu', '’', 'advic', 'thank']",great atmospher drink good especi beer love matthieu ’ advic thank
France,The Frog at Bercy Village,Positive,"Super nice trendy place, offering a diverse and delicious menu. Vegetarians welcome",,we had a great time excellent welcome and service generous and very good dishes thank you very much we will be sure to come back to see you,28,"['great', 'time', 'excel', 'welcom', 'servic', 'gener', 'good', 'dish', 'thank', 'much', 'sure', 'come', 'back', 'see']",great time excel welcom servic gener good dish thank much sure come back see
France,The Frog at Bercy Village,Positive,To do again!,,nice place good cocktail and excellent sweet potato fries and very good service and advice from matthieu 🍹🙂,18,"['nice', 'place', 'good', 'cocktail', 'excel', 'sweet', 'potato', 'fri', 'good', 'servic', 'advic', 'matthieu', '🍹🙂']",nice place good cocktail excel sweet potato fri good servic advic matthieu 🍹🙂
France,The Frog at Bercy Village,Positive,I recommend 100%,,very nice to meet up with friends after work little extra for matthieu’s quality service 🤗 i recommend,18,"['nice', 'meet', 'friend', 'work', 'littl', 'extra', 'matthieu', '’', 'qualiti', 'servic', '🤗', 'recommend']",nice meet friend work littl extra matthieu ’ qualiti servic 🤗 recommend
France,The Frog at Bercy Village,Positive,top,,very well served by mathieu and good ribs the neighborhood is very pleasant great atmosphere perfect place to follow rolland garros over a beer,24,"['well', 'serv', 'mathieu', 'good', 'rib', 'neighborhood', 'pleasant', 'great', 'atmospher', 'perfect', 'place', 'follow', 'rolland', 'garro', 'beer']",well serv mathieu good rib neighborhood pleasant great atmospher perfect place follow rolland garro beer
France,The Frog at Bercy Village,Positive,Great night,,great welcome on the evening of the champions league final… there were of us and we had an excellent evening favorite for sandrine from the frog staff who was able to help us have a moment like this thank you sandrine👏🏾💪🏾,42,"['great', 'welcom', 'even', 'champion', 'leagu', 'final…', 'u', 'excel', 'even', 'favorit', 'sandrin', 'frog', 'staff', 'abl', 'help', 'u', 'moment', 'like', 'thank', 'sandrine👏🏾💪🏾']",great welcom even champion leagu final… u excel even favorit sandrin frog staff abl help u moment like thank sandrine👏🏾💪🏾
France,The Frog at Bercy Village,Positive,The good deal in Bercy-Village,,the place is nice in terms of decor and the professional and cordial welcome there is good value for money the service is efficient and pleasant,28,"['place', 'nice', 'term', 'decor', 'profession', 'cordial', 'welcom', 'good', 'valu', 'money', 'servic', 'effici', 'pleasant']",place nice term decor profession cordial welcom good valu money servic effici pleasant
France,The Frog at Bercy Village,Positive,👏🙏,,i had a good time in this restaurant i really liked the dish i had there wasnt really a problem except that my colleague received his dish a long time after us minutes,34,"['good', 'time', 'restaur', 'realli', 'like', 'dish', 'wasnt', 'realli', 'problem', 'except', 'colleagu', 'receiv', 'dish', 'long', 'time', 'u', 'minut']",good time restaur realli like dish wasnt realli problem except colleagu receiv dish long time u minut
France,The Frog at Bercy Village,Positive,Very friendly welcome,,very friendly welcome from the whole team a good spirit will come back with pleasure very crispy bacon in the chicken salad,22,"['friendli', 'welcom', 'whole', 'team', 'good', 'spirit', 'come', 'back', 'pleasur', 'crispi', 'bacon', 'chicken', 'salad']",friendli welcom whole team good spirit come back pleasur crispi bacon chicken salad
France,The Frog at Bercy Village,Positive,Chill atmosphere for a good burger+beer,,a very pleasant evening to enjoy a meal burger and a beer from the current collection all in a chill atmosphere and with impeccable service special mention for the waiters and their accent i love it,36,"['pleasant', 'even', 'enjoy', 'meal', 'burger', 'beer', 'current', 'collect', 'chill', 'atmospher', 'impecc', 'servic', 'special', 'mention', 'waiter', 'accent', 'love']",pleasant even enjoy meal burger beer current collect chill atmospher impecc servic special mention waiter accent love
